global_index,scene_id,scene_key,crop_group,crop_name,region_group,region_name,date,region_code,field_code,image_index,height,width,bands,band_order,blue_tif,green_tif,red_tif,rededge_tif,nir_tif,json_path,hr_npy,lr_x2_npy,lr_x3_npy,lr_x4_npy,status
16247,scene_016247,221005BR0030047,1,배추,3,충청도,221005,BR,003,0047,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0047.tif,221005BR003G0047.tif,221005BR003R0047.tif,221005BR003E0047.tif,221005BR003N0047.tif,221005BR003B0047.json,HR_npy/scene_016247_1배추_3충청도_HR.npy,LR_x2_npy/scene_016247_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016247_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016247_1배추_3충청도_LR_x4.npy,success
16248,scene_016248,221005BR0030050,1,배추,3,충청도,221005,BR,003,0050,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0050.tif,221005BR003G0050.tif,221005BR003R0050.tif,221005BR003E0050.tif,221005BR003N0050.tif,221005BR003B0050.json,HR_npy/scene_016248_1배추_3충청도_HR.npy,LR_x2_npy/scene_016248_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016248_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016248_1배추_3충청도_LR_x4.npy,success
16249,scene_016249,221005BR0030051,1,배추,3,충청도,221005,BR,003,0051,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0051.tif,221005BR003G0051.tif,221005BR003R0051.tif,221005BR003E0051.tif,221005BR003N0051.tif,221005BR003B0051.json,HR_npy/scene_016249_1배추_3충청도_HR.npy,LR_x2_npy/scene_016249_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016249_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016249_1배추_3충청도_LR_x4.npy,success
16250,scene_016250,221005BR0030052,1,배추,3,충청도,221005,BR,003,0052,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0052.tif,221005BR003G0052.tif,221005BR003R0052.tif,221005BR003E0052.tif,221005BR003N0052.tif,221005BR003B0052.json,HR_npy/scene_016250_1배추_3충청도_HR.npy,LR_x2_npy/scene_016250_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016250_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016250_1배추_3충청도_LR_x4.npy,success
16251,scene_016251,221005BR0030065,1,배추,3,충청도,221005,BR,003,0065,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0065.tif,221005BR003G0065.tif,221005BR003R0065.tif,221005BR003E0065.tif,221005BR003N0065.tif,221005BR003B0065.json,HR_npy/scene_016251_1배추_3충청도_HR.npy,LR_x2_npy/scene_016251_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016251_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016251_1배추_3충청도_LR_x4.npy,success
16252,scene_016252,221005BR0030067,1,배추,3,충청도,221005,BR,003,0067,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0067.tif,221005BR003G0067.tif,221005BR003R0067.tif,221005BR003E0067.tif,221005BR003N0067.tif,221005BR003B0067.json,HR_npy/scene_016252_1배추_3충청도_HR.npy,LR_x2_npy/scene_016252_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016252_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016252_1배추_3충청도_LR_x4.npy,success
16253,scene_016253,221005BR0030079,1,배추,3,충청도,221005,BR,003,0079,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0079.tif,221005BR003G0079.tif,221005BR003R0079.tif,221005BR003E0079.tif,221005BR003N0079.tif,221005BR003B0079.json,HR_npy/scene_016253_1배추_3충청도_HR.npy,LR_x2_npy/scene_016253_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016253_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016253_1배추_3충청도_LR_x4.npy,success
16254,scene_016254,221005BR0030082,1,배추,3,충청도,221005,BR,003,0082,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0082.tif,221005BR003G0082.tif,221005BR003R0082.tif,221005BR003E0082.tif,221005BR003N0082.tif,221005BR003B0082.json,HR_npy/scene_016254_1배추_3충청도_HR.npy,LR_x2_npy/scene_016254_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016254_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016254_1배추_3충청도_LR_x4.npy,success
16255,scene_016255,221005BR0030083,1,배추,3,충청도,221005,BR,003,0083,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0083.tif,221005BR003G0083.tif,221005BR003R0083.tif,221005BR003E0083.tif,221005BR003N0083.tif,221005BR003B0083.json,HR_npy/scene_016255_1배추_3충청도_HR.npy,LR_x2_npy/scene_016255_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016255_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016255_1배추_3충청도_LR_x4.npy,success
16256,scene_016256,221005BR0030086,1,배추,3,충청도,221005,BR,003,0086,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0086.tif,221005BR003G0086.tif,221005BR003R0086.tif,221005BR003E0086.tif,221005BR003N0086.tif,221005BR003B0086.json,HR_npy/scene_016256_1배추_3충청도_HR.npy,LR_x2_npy/scene_016256_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016256_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016256_1배추_3충청도_LR_x4.npy,success
16257,scene_016257,221005BR0030087,1,배추,3,충청도,221005,BR,003,0087,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0087.tif,221005BR003G0087.tif,221005BR003R0087.tif,221005BR003E0087.tif,221005BR003N0087.tif,221005BR003B0087.json,HR_npy/scene_016257_1배추_3충청도_HR.npy,LR_x2_npy/scene_016257_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016257_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016257_1배추_3충청도_LR_x4.npy,success
16258,scene_016258,221005BR0030090,1,배추,3,충청도,221005,BR,003,0090,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0090.tif,221005BR003G0090.tif,221005BR003R0090.tif,221005BR003E0090.tif,221005BR003N0090.tif,221005BR003B0090.json,HR_npy/scene_016258_1배추_3충청도_HR.npy,LR_x2_npy/scene_016258_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016258_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016258_1배추_3충청도_LR_x4.npy,success
16259,scene_016259,221005BR0030093,1,배추,3,충청도,221005,BR,003,0093,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0093.tif,221005BR003G0093.tif,221005BR003R0093.tif,221005BR003E0093.tif,221005BR003N0093.tif,221005BR003B0093.json,HR_npy/scene_016259_1배추_3충청도_HR.npy,LR_x2_npy/scene_016259_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016259_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016259_1배추_3충청도_LR_x4.npy,success
16260,scene_016260,221005BR0030094,1,배추,3,충청도,221005,BR,003,0094,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0094.tif,221005BR003G0094.tif,221005BR003R0094.tif,221005BR003E0094.tif,221005BR003N0094.tif,221005BR003B0094.json,HR_npy/scene_016260_1배추_3충청도_HR.npy,LR_x2_npy/scene_016260_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016260_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016260_1배추_3충청도_LR_x4.npy,success
16261,scene_016261,221005BR0030095,1,배추,3,충청도,221005,BR,003,0095,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0095.tif,221005BR003G0095.tif,221005BR003R0095.tif,221005BR003E0095.tif,221005BR003N0095.tif,221005BR003B0095.json,HR_npy/scene_016261_1배추_3충청도_HR.npy,LR_x2_npy/scene_016261_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016261_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016261_1배추_3충청도_LR_x4.npy,success
16262,scene_016262,221005BR0030096,1,배추,3,충청도,221005,BR,003,0096,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0096.tif,221005BR003G0096.tif,221005BR003R0096.tif,221005BR003E0096.tif,221005BR003N0096.tif,221005BR003B0096.json,HR_npy/scene_016262_1배추_3충청도_HR.npy,LR_x2_npy/scene_016262_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016262_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016262_1배추_3충청도_LR_x4.npy,success
16263,scene_016263,221005BR0030097,1,배추,3,충청도,221005,BR,003,0097,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0097.tif,221005BR003G0097.tif,221005BR003R0097.tif,221005BR003E0097.tif,221005BR003N0097.tif,221005BR003B0097.json,HR_npy/scene_016263_1배추_3충청도_HR.npy,LR_x2_npy/scene_016263_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016263_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016263_1배추_3충청도_LR_x4.npy,success
16264,scene_016264,221005BR0030099,1,배추,3,충청도,221005,BR,003,0099,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0099.tif,221005BR003G0099.tif,221005BR003R0099.tif,221005BR003E0099.tif,221005BR003N0099.tif,221005BR003B0099.json,HR_npy/scene_016264_1배추_3충청도_HR.npy,LR_x2_npy/scene_016264_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016264_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016264_1배추_3충청도_LR_x4.npy,success
16265,scene_016265,221005BR0030100,1,배추,3,충청도,221005,BR,003,0100,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0100.tif,221005BR003G0100.tif,221005BR003R0100.tif,221005BR003E0100.tif,221005BR003N0100.tif,221005BR003B0100.json,HR_npy/scene_016265_1배추_3충청도_HR.npy,LR_x2_npy/scene_016265_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016265_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016265_1배추_3충청도_LR_x4.npy,success
16266,scene_016266,221005BR0030101,1,배추,3,충청도,221005,BR,003,0101,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0101.tif,221005BR003G0101.tif,221005BR003R0101.tif,221005BR003E0101.tif,221005BR003N0101.tif,221005BR003B0101.json,HR_npy/scene_016266_1배추_3충청도_HR.npy,LR_x2_npy/scene_016266_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016266_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016266_1배추_3충청도_LR_x4.npy,success
16267,scene_016267,221005BR0030102,1,배추,3,충청도,221005,BR,003,0102,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0102.tif,221005BR003G0102.tif,221005BR003R0102.tif,221005BR003E0102.tif,221005BR003N0102.tif,221005BR003B0102.json,HR_npy/scene_016267_1배추_3충청도_HR.npy,LR_x2_npy/scene_016267_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016267_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016267_1배추_3충청도_LR_x4.npy,success
16268,scene_016268,221005BR0030103,1,배추,3,충청도,221005,BR,003,0103,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0103.tif,221005BR003G0103.tif,221005BR003R0103.tif,221005BR003E0103.tif,221005BR003N0103.tif,221005BR003B0103.json,HR_npy/scene_016268_1배추_3충청도_HR.npy,LR_x2_npy/scene_016268_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016268_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016268_1배추_3충청도_LR_x4.npy,success
16269,scene_016269,221005BR0030104,1,배추,3,충청도,221005,BR,003,0104,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0104.tif,221005BR003G0104.tif,221005BR003R0104.tif,221005BR003E0104.tif,221005BR003N0104.tif,221005BR003B0104.json,HR_npy/scene_016269_1배추_3충청도_HR.npy,LR_x2_npy/scene_016269_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016269_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016269_1배추_3충청도_LR_x4.npy,success
16270,scene_016270,221005BR0030107,1,배추,3,충청도,221005,BR,003,0107,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0107.tif,221005BR003G0107.tif,221005BR003R0107.tif,221005BR003E0107.tif,221005BR003N0107.tif,221005BR003B0107.json,HR_npy/scene_016270_1배추_3충청도_HR.npy,LR_x2_npy/scene_016270_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016270_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016270_1배추_3충청도_LR_x4.npy,success
16271,scene_016271,221005BR0030109,1,배추,3,충청도,221005,BR,003,0109,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0109.tif,221005BR003G0109.tif,221005BR003R0109.tif,221005BR003E0109.tif,221005BR003N0109.tif,221005BR003B0109.json,HR_npy/scene_016271_1배추_3충청도_HR.npy,LR_x2_npy/scene_016271_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016271_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016271_1배추_3충청도_LR_x4.npy,success
16272,scene_016272,221005BR0030110,1,배추,3,충청도,221005,BR,003,0110,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0110.tif,221005BR003G0110.tif,221005BR003R0110.tif,221005BR003E0110.tif,221005BR003N0110.tif,221005BR003B0110.json,HR_npy/scene_016272_1배추_3충청도_HR.npy,LR_x2_npy/scene_016272_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016272_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016272_1배추_3충청도_LR_x4.npy,success
16273,scene_016273,221005BR0030111,1,배추,3,충청도,221005,BR,003,0111,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0111.tif,221005BR003G0111.tif,221005BR003R0111.tif,221005BR003E0111.tif,221005BR003N0111.tif,221005BR003B0111.json,HR_npy/scene_016273_1배추_3충청도_HR.npy,LR_x2_npy/scene_016273_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016273_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016273_1배추_3충청도_LR_x4.npy,success
16274,scene_016274,221005BR0030113,1,배추,3,충청도,221005,BR,003,0113,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0113.tif,221005BR003G0113.tif,221005BR003R0113.tif,221005BR003E0113.tif,221005BR003N0113.tif,221005BR003B0113.json,HR_npy/scene_016274_1배추_3충청도_HR.npy,LR_x2_npy/scene_016274_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016274_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016274_1배추_3충청도_LR_x4.npy,success
16275,scene_016275,221005BR0030114,1,배추,3,충청도,221005,BR,003,0114,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0114.tif,221005BR003G0114.tif,221005BR003R0114.tif,221005BR003E0114.tif,221005BR003N0114.tif,221005BR003B0114.json,HR_npy/scene_016275_1배추_3충청도_HR.npy,LR_x2_npy/scene_016275_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016275_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016275_1배추_3충청도_LR_x4.npy,success
16276,scene_016276,221005BR0030115,1,배추,3,충청도,221005,BR,003,0115,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0115.tif,221005BR003G0115.tif,221005BR003R0115.tif,221005BR003E0115.tif,221005BR003N0115.tif,221005BR003B0115.json,HR_npy/scene_016276_1배추_3충청도_HR.npy,LR_x2_npy/scene_016276_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016276_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016276_1배추_3충청도_LR_x4.npy,success
16277,scene_016277,221005BR0030116,1,배추,3,충청도,221005,BR,003,0116,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0116.tif,221005BR003G0116.tif,221005BR003R0116.tif,221005BR003E0116.tif,221005BR003N0116.tif,221005BR003B0116.json,HR_npy/scene_016277_1배추_3충청도_HR.npy,LR_x2_npy/scene_016277_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016277_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016277_1배추_3충청도_LR_x4.npy,success
16278,scene_016278,221005BR0030118,1,배추,3,충청도,221005,BR,003,0118,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0118.tif,221005BR003G0118.tif,221005BR003R0118.tif,221005BR003E0118.tif,221005BR003N0118.tif,221005BR003B0118.json,HR_npy/scene_016278_1배추_3충청도_HR.npy,LR_x2_npy/scene_016278_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016278_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016278_1배추_3충청도_LR_x4.npy,success
16279,scene_016279,221005BR0030119,1,배추,3,충청도,221005,BR,003,0119,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0119.tif,221005BR003G0119.tif,221005BR003R0119.tif,221005BR003E0119.tif,221005BR003N0119.tif,221005BR003B0119.json,HR_npy/scene_016279_1배추_3충청도_HR.npy,LR_x2_npy/scene_016279_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016279_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016279_1배추_3충청도_LR_x4.npy,success
16280,scene_016280,221005BR0030120,1,배추,3,충청도,221005,BR,003,0120,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0120.tif,221005BR003G0120.tif,221005BR003R0120.tif,221005BR003E0120.tif,221005BR003N0120.tif,221005BR003B0120.json,HR_npy/scene_016280_1배추_3충청도_HR.npy,LR_x2_npy/scene_016280_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016280_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016280_1배추_3충청도_LR_x4.npy,success
16281,scene_016281,221005BR0030121,1,배추,3,충청도,221005,BR,003,0121,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0121.tif,221005BR003G0121.tif,221005BR003R0121.tif,221005BR003E0121.tif,221005BR003N0121.tif,221005BR003B0121.json,HR_npy/scene_016281_1배추_3충청도_HR.npy,LR_x2_npy/scene_016281_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016281_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016281_1배추_3충청도_LR_x4.npy,success
16282,scene_016282,221005BR0030122,1,배추,3,충청도,221005,BR,003,0122,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0122.tif,221005BR003G0122.tif,221005BR003R0122.tif,221005BR003E0122.tif,221005BR003N0122.tif,221005BR003B0122.json,HR_npy/scene_016282_1배추_3충청도_HR.npy,LR_x2_npy/scene_016282_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016282_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016282_1배추_3충청도_LR_x4.npy,success
16283,scene_016283,221005BR0030127,1,배추,3,충청도,221005,BR,003,0127,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0127.tif,221005BR003G0127.tif,221005BR003R0127.tif,221005BR003E0127.tif,221005BR003N0127.tif,221005BR003B0127.json,HR_npy/scene_016283_1배추_3충청도_HR.npy,LR_x2_npy/scene_016283_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016283_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016283_1배추_3충청도_LR_x4.npy,success
16284,scene_016284,221005BR0030128,1,배추,3,충청도,221005,BR,003,0128,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0128.tif,221005BR003G0128.tif,221005BR003R0128.tif,221005BR003E0128.tif,221005BR003N0128.tif,221005BR003B0128.json,HR_npy/scene_016284_1배추_3충청도_HR.npy,LR_x2_npy/scene_016284_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016284_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016284_1배추_3충청도_LR_x4.npy,success
16285,scene_016285,221005BR0030129,1,배추,3,충청도,221005,BR,003,0129,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0129.tif,221005BR003G0129.tif,221005BR003R0129.tif,221005BR003E0129.tif,221005BR003N0129.tif,221005BR003B0129.json,HR_npy/scene_016285_1배추_3충청도_HR.npy,LR_x2_npy/scene_016285_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016285_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016285_1배추_3충청도_LR_x4.npy,success
16286,scene_016286,221005BR0030130,1,배추,3,충청도,221005,BR,003,0130,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0130.tif,221005BR003G0130.tif,221005BR003R0130.tif,221005BR003E0130.tif,221005BR003N0130.tif,221005BR003B0130.json,HR_npy/scene_016286_1배추_3충청도_HR.npy,LR_x2_npy/scene_016286_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016286_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016286_1배추_3충청도_LR_x4.npy,success
16287,scene_016287,221005BR0030131,1,배추,3,충청도,221005,BR,003,0131,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0131.tif,221005BR003G0131.tif,221005BR003R0131.tif,221005BR003E0131.tif,221005BR003N0131.tif,221005BR003B0131.json,HR_npy/scene_016287_1배추_3충청도_HR.npy,LR_x2_npy/scene_016287_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016287_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016287_1배추_3충청도_LR_x4.npy,success
16288,scene_016288,221005BR0030132,1,배추,3,충청도,221005,BR,003,0132,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0132.tif,221005BR003G0132.tif,221005BR003R0132.tif,221005BR003E0132.tif,221005BR003N0132.tif,221005BR003B0132.json,HR_npy/scene_016288_1배추_3충청도_HR.npy,LR_x2_npy/scene_016288_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016288_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016288_1배추_3충청도_LR_x4.npy,success
16289,scene_016289,221005BR0030133,1,배추,3,충청도,221005,BR,003,0133,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0133.tif,221005BR003G0133.tif,221005BR003R0133.tif,221005BR003E0133.tif,221005BR003N0133.tif,221005BR003B0133.json,HR_npy/scene_016289_1배추_3충청도_HR.npy,LR_x2_npy/scene_016289_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016289_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016289_1배추_3충청도_LR_x4.npy,success
16290,scene_016290,221005BR0030134,1,배추,3,충청도,221005,BR,003,0134,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0134.tif,221005BR003G0134.tif,221005BR003R0134.tif,221005BR003E0134.tif,221005BR003N0134.tif,221005BR003B0134.json,HR_npy/scene_016290_1배추_3충청도_HR.npy,LR_x2_npy/scene_016290_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016290_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016290_1배추_3충청도_LR_x4.npy,success
16291,scene_016291,221005BR0030135,1,배추,3,충청도,221005,BR,003,0135,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0135.tif,221005BR003G0135.tif,221005BR003R0135.tif,221005BR003E0135.tif,221005BR003N0135.tif,221005BR003B0135.json,HR_npy/scene_016291_1배추_3충청도_HR.npy,LR_x2_npy/scene_016291_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016291_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016291_1배추_3충청도_LR_x4.npy,success
16292,scene_016292,221005BR0030142,1,배추,3,충청도,221005,BR,003,0142,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0142.tif,221005BR003G0142.tif,221005BR003R0142.tif,221005BR003E0142.tif,221005BR003N0142.tif,221005BR003B0142.json,HR_npy/scene_016292_1배추_3충청도_HR.npy,LR_x2_npy/scene_016292_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016292_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016292_1배추_3충청도_LR_x4.npy,success
16293,scene_016293,221005BR0030143,1,배추,3,충청도,221005,BR,003,0143,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0143.tif,221005BR003G0143.tif,221005BR003R0143.tif,221005BR003E0143.tif,221005BR003N0143.tif,221005BR003B0143.json,HR_npy/scene_016293_1배추_3충청도_HR.npy,LR_x2_npy/scene_016293_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016293_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016293_1배추_3충청도_LR_x4.npy,success
16294,scene_016294,221005BR0030145,1,배추,3,충청도,221005,BR,003,0145,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0145.tif,221005BR003G0145.tif,221005BR003R0145.tif,221005BR003E0145.tif,221005BR003N0145.tif,221005BR003B0145.json,HR_npy/scene_016294_1배추_3충청도_HR.npy,LR_x2_npy/scene_016294_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016294_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016294_1배추_3충청도_LR_x4.npy,success
16295,scene_016295,221005BR0030146,1,배추,3,충청도,221005,BR,003,0146,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0146.tif,221005BR003G0146.tif,221005BR003R0146.tif,221005BR003E0146.tif,221005BR003N0146.tif,221005BR003B0146.json,HR_npy/scene_016295_1배추_3충청도_HR.npy,LR_x2_npy/scene_016295_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016295_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016295_1배추_3충청도_LR_x4.npy,success
16296,scene_016296,221005BR0030147,1,배추,3,충청도,221005,BR,003,0147,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0147.tif,221005BR003G0147.tif,221005BR003R0147.tif,221005BR003E0147.tif,221005BR003N0147.tif,221005BR003B0147.json,HR_npy/scene_016296_1배추_3충청도_HR.npy,LR_x2_npy/scene_016296_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016296_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016296_1배추_3충청도_LR_x4.npy,success
16297,scene_016297,221005BR0030148,1,배추,3,충청도,221005,BR,003,0148,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0148.tif,221005BR003G0148.tif,221005BR003R0148.tif,221005BR003E0148.tif,221005BR003N0148.tif,221005BR003B0148.json,HR_npy/scene_016297_1배추_3충청도_HR.npy,LR_x2_npy/scene_016297_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016297_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016297_1배추_3충청도_LR_x4.npy,success
16298,scene_016298,221005BR0030149,1,배추,3,충청도,221005,BR,003,0149,800,800,5,"Blue,Green,Red,RedEdge,NIR",221005BR003B0149.tif,221005BR003G0149.tif,221005BR003R0149.tif,221005BR003E0149.tif,221005BR003N0149.tif,221005BR003B0149.json,HR_npy/scene_016298_1배추_3충청도_HR.npy,LR_x2_npy/scene_016298_1배추_3충청도_LR_x2.npy,LR_x3_npy/scene_016298_1배추_3충청도_LR_x3.npy,LR_x4_npy/scene_016298_1배추_3충청도_LR_x4.npy,success
